resume_id,name,job_title,skills,education,experience_years,projects,certifications,resume_text
RES_0702,Candidate_702,DevOps Engineer,"['React', 'Pandas', 'NumPy', 'JavaScript', 'CI/CD', 'Git']",PhD in Computer Science,14,"['Project_0_702', 'Project_1_702', 'Project_2_702', 'Project_3_702']","['PMP', 'TensorFlow Developer']","Name: Candidate_702
            Target Position: DevOps Engineer
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: React, Pandas, NumPy, JavaScript, CI/CD, Git
            Education: PhD in Computer Science
            Experience: 14 years
            Projects: Project_0_702, Project_1_702, Project_2_702, Project_3_702
            Certifications: PMP, TensorFlow Developer"
RES_0703,Candidate_703,System Administrator,"['SQL', 'Docker', 'NumPy', 'Git', 'TensorFlow', 'PostgreSQL', 'GraphQL']",PhD in Statistics,13,['Project_0_703'],['AWS Certified'],"Name: Candidate_703
            Target Position: System Administrator
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: SQL, Docker, NumPy, Git, TensorFlow, PostgreSQL, GraphQL
            Education: PhD in Statistics
            Experience: 13 years
            Projects: Project_0_703
            Certifications: AWS Certified"
RES_0704,Candidate_704,Software Engineer,"['REST APIs', 'CI/CD', 'TensorFlow', 'Python', 'JavaScript']",Bachelor's in Mathematics,1,"['Project_0_704', 'Project_1_704', 'Project_2_704']","['Google Cloud Certified', 'AWS Certified', 'Scrum Master']","Name: Candidate_704
            Target Position: Software Engineer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: REST APIs, CI/CD, TensorFlow, Python, JavaScript
            Education: Bachelor's in Mathematics
            Experience: 1 years
            Projects: Project_0_704, Project_1_704, Project_2_704
            Certifications: Google Cloud Certified, AWS Certified, Scrum Master"
RES_0705,Candidate_705,DevOps Engineer,"['React', 'MongoDB', 'Pandas', 'CI/CD', 'GraphQL']",PhD in Computer Science,6,['Project_0_705'],[],"Name: Candidate_705
            Target Position: DevOps Engineer
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: React, MongoDB, Pandas, CI/CD, GraphQL
            Education: PhD in Computer Science
            Experience: 6 years
            Projects: Project_0_705
            Certifications: None"
RES_0706,Candidate_706,Full Stack Developer,"['PostgreSQL', 'Python', 'Node.js', 'Agile', 'Pandas', 'React', 'REST APIs']",PhD in Engineering,8,"['Project_0_706', 'Project_1_706', 'Project_2_706', 'Project_3_706', 'Project_4_706']",['PMP'],"Name: Candidate_706
            Target Position: Full Stack Developer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: PostgreSQL, Python, Node.js, Agile, Pandas, React, REST APIs
            Education: PhD in Engineering
            Experience: 8 years
            Projects: Project_0_706, Project_1_706, Project_2_706, Project_3_706, Project_4_706
            Certifications: PMP"
RES_0707,Candidate_707,System Administrator,"['SQL', 'PostgreSQL', 'CI/CD']",Master's in Physics,14,"['Project_0_707', 'Project_1_707', 'Project_2_707']",['PMP'],"Name: Candidate_707
            Target Position: System Administrator
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: SQL, PostgreSQL, CI/CD
            Education: Master's in Physics
            Experience: 14 years
            Projects: Project_0_707, Project_1_707, Project_2_707
            Certifications: PMP"
RES_0708,Candidate_708,Frontend Developer,"['SQL', 'JavaScript', 'TensorFlow']",Bachelor's in Engineering,8,"['Project_0_708', 'Project_1_708', 'Project_2_708']",['Scrum Master'],"Name: Candidate_708
            Target Position: Frontend Developer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: SQL, JavaScript, TensorFlow
            Education: Bachelor's in Engineering
            Experience: 8 years
            Projects: Project_0_708, Project_1_708, Project_2_708
            Certifications: Scrum Master"
RES_0709,Candidate_709,DevOps Engineer,"['CI/CD', 'Node.js', 'TensorFlow', 'JavaScript']",Master's in Mathematics,6,['Project_0_709'],[],"Name: Candidate_709
            Target Position: DevOps Engineer
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: CI/CD, Node.js, TensorFlow, JavaScript
            Education: Master's in Mathematics
            Experience: 6 years
            Projects: Project_0_709
            Certifications: None"
RES_0710,Candidate_710,QA Engineer,"['TensorFlow', 'Python', 'PyTorch', 'React', 'MongoDB']",Bachelor's in Mathematics,13,"['Project_0_710', 'Project_1_710', 'Project_2_710', 'Project_3_710', 'Project_4_710']",[],"Name: Candidate_710
            Target Position: QA Engineer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: TensorFlow, Python, PyTorch, React, MongoDB
            Education: Bachelor's in Mathematics
            Experience: 13 years
            Projects: Project_0_710, Project_1_710, Project_2_710, Project_3_710, Project_4_710
            Certifications: None"
RES_0711,Candidate_711,QA Engineer,"['Java', 'Agile', 'TensorFlow', 'PyTorch', 'Node.js', 'REST APIs', 'Docker', 'NumPy']",Bachelor's in Computer Science,8,"['Project_0_711', 'Project_1_711', 'Project_2_711']","['TensorFlow Developer', 'Scrum Master', 'Google Cloud Certified']","Name: Candidate_711
            Target Position: QA Engineer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: Java, Agile, TensorFlow, PyTorch, Node.js, REST APIs, Docker, NumPy
            Education: Bachelor's in Computer Science
            Experience: 8 years
            Projects: Project_0_711, Project_1_711, Project_2_711
            Certifications: TensorFlow Developer, Scrum Master, Google Cloud Certified"
RES_0712,Candidate_712,QA Engineer,"['Agile', 'Pandas', 'Kubernetes', 'Java']",Master's in Engineering,0,"['Project_0_712', 'Project_1_712']","['Scrum Master', 'TensorFlow Developer']","Name: Candidate_712
            Target Position: QA Engineer
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: Agile, Pandas, Kubernetes, Java
            Education: Master's in Engineering
            Experience: 0 years
            Projects: Project_0_712, Project_1_712
            Certifications: Scrum Master, TensorFlow Developer"
RES_0713,Candidate_713,Data Scientist,"['Agile', 'Docker', 'PyTorch']",Bachelor's in Computer Science,13,"['Project_0_713', 'Project_1_713', 'Project_2_713', 'Project_3_713']",[],"Name: Candidate_713
            Target Position: Data Scientist
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: Agile, Docker, PyTorch
            Education: Bachelor's in Computer Science
            Experience: 13 years
            Projects: Project_0_713, Project_1_713, Project_2_713, Project_3_713
            Certifications: None"
RES_0714,Candidate_714,Data Scientist,"['GraphQL', 'Pandas', 'Java', 'MongoDB']",Bachelor's in Mathematics,2,"['Project_0_714', 'Project_1_714', 'Project_2_714', 'Project_3_714', 'Project_4_714']","['Azure Certified', 'TensorFlow Developer']","Name: Candidate_714
            Target Position: Data Scientist
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: GraphQL, Pandas, Java, MongoDB
            Education: Bachelor's in Mathematics
            Experience: 2 years
            Projects: Project_0_714, Project_1_714, Project_2_714, Project_3_714, Project_4_714
            Certifications: Azure Certified, TensorFlow Developer"
RES_0715,Candidate_715,Data Analyst,"['Python', 'REST APIs', 'JavaScript', 'GraphQL', 'Agile', 'TensorFlow', 'Java']",PhD in Computer Science,10,"['Project_0_715', 'Project_1_715', 'Project_2_715', 'Project_3_715', 'Project_4_715']",['PMP'],"Name: Candidate_715
            Target Position: Data Analyst
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: Python, REST APIs, JavaScript, GraphQL, Agile, TensorFlow, Java
            Education: PhD in Computer Science
            Experience: 10 years
            Projects: Project_0_715, Project_1_715, Project_2_715, Project_3_715, Project_4_715
            Certifications: PMP"
RES_0716,Candidate_716,System Administrator,"['TensorFlow', 'JavaScript', 'MongoDB', 'React', 'SQL', 'Docker']",Master's in Statistics,9,"['Project_0_716', 'Project_1_716', 'Project_2_716', 'Project_3_716', 'Project_4_716']",[],"Name: Candidate_716
            Target Position: System Administrator
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: TensorFlow, JavaScript, MongoDB, React, SQL, Docker
            Education: Master's in Statistics
            Experience: 9 years
            Projects: Project_0_716, Project_1_716, Project_2_716, Project_3_716, Project_4_716
            Certifications: None"
RES_0717,Candidate_717,Data Scientist,"['Agile', 'Java', 'React', 'PyTorch', 'Node.js']",Bachelor's in Engineering,12,"['Project_0_717', 'Project_1_717', 'Project_2_717', 'Project_3_717', 'Project_4_717']","['Google Cloud Certified', 'AWS Certified', 'Azure Certified']","Name: Candidate_717
            Target Position: Data Scientist
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Agile, Java, React, PyTorch, Node.js
            Education: Bachelor's in Engineering
            Experience: 12 years
            Projects: Project_0_717, Project_1_717, Project_2_717, Project_3_717, Project_4_717
            Certifications: Google Cloud Certified, AWS Certified, Azure Certified"
RES_0718,Candidate_718,System Administrator,"['JavaScript', 'MongoDB', 'AWS']",PhD in Computer Science,10,"['Project_0_718', 'Project_1_718', 'Project_2_718', 'Project_3_718', 'Project_4_718']","['PMP', 'TensorFlow Developer', 'Google Cloud Certified']","Name: Candidate_718
            Target Position: System Administrator
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: JavaScript, MongoDB, AWS
            Education: PhD in Computer Science
            Experience: 10 years
            Projects: Project_0_718, Project_1_718, Project_2_718, Project_3_718, Project_4_718
            Certifications: PMP, TensorFlow Developer, Google Cloud Certified"
RES_0719,Candidate_719,Full Stack Developer,"['Python', 'PostgreSQL', 'Git', 'PyTorch', 'Docker']",Master's in Engineering,12,"['Project_0_719', 'Project_1_719']","['Scrum Master', 'AWS Certified']","Name: Candidate_719
            Target Position: Full Stack Developer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Python, PostgreSQL, Git, PyTorch, Docker
            Education: Master's in Engineering
            Experience: 12 years
            Projects: Project_0_719, Project_1_719
            Certifications: Scrum Master, AWS Certified"
RES_0720,Candidate_720,DevOps Engineer,"['CI/CD', 'PyTorch', 'Git', 'Agile', 'AWS', 'JavaScript']",Bachelor's in Mathematics,9,['Project_0_720'],"['TensorFlow Developer', 'Azure Certified']","Name: Candidate_720
            Target Position: DevOps Engineer
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: CI/CD, PyTorch, Git, Agile, AWS, JavaScript
            Education: Bachelor's in Mathematics
            Experience: 9 years
            Projects: Project_0_720
            Certifications: TensorFlow Developer, Azure Certified"
RES_0721,Candidate_721,Data Analyst,"['Pandas', 'Java', 'SQL']",PhD in Computer Science,2,"['Project_0_721', 'Project_1_721', 'Project_2_721', 'Project_3_721', 'Project_4_721']",[],"Name: Candidate_721
            Target Position: Data Analyst
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: Pandas, Java, SQL
            Education: PhD in Computer Science
            Experience: 2 years
            Projects: Project_0_721, Project_1_721, Project_2_721, Project_3_721, Project_4_721
            Certifications: None"
RES_0722,Candidate_722,UX Designer,"['Node.js', 'PyTorch', 'Agile']",PhD in Engineering,11,['Project_0_722'],"['PMP', 'Azure Certified', 'AWS Certified']","Name: Candidate_722
            Target Position: UX Designer
            Summary: Experienced professional with 11 years in the tech industry.
            Skills: Node.js, PyTorch, Agile
            Education: PhD in Engineering
            Experience: 11 years
            Projects: Project_0_722
            Certifications: PMP, Azure Certified, AWS Certified"
RES_0723,Candidate_723,Backend Developer,"['AWS', 'React', 'Kubernetes']",Master's in Physics,5,"['Project_0_723', 'Project_1_723', 'Project_2_723', 'Project_3_723', 'Project_4_723']",['Google Cloud Certified'],"Name: Candidate_723
            Target Position: Backend Developer
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: AWS, React, Kubernetes
            Education: Master's in Physics
            Experience: 5 years
            Projects: Project_0_723, Project_1_723, Project_2_723, Project_3_723, Project_4_723
            Certifications: Google Cloud Certified"
RES_0724,Candidate_724,Machine Learning Engineer,"['PostgreSQL', 'Kubernetes', 'Java', 'Docker', 'REST APIs', 'GraphQL', 'PyTorch', 'NumPy']",Bachelor's in Mathematics,12,['Project_0_724'],['Google Cloud Certified'],"Name: Candidate_724
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: PostgreSQL, Kubernetes, Java, Docker, REST APIs, GraphQL, PyTorch, NumPy
            Education: Bachelor's in Mathematics
            Experience: 12 years
            Projects: Project_0_724
            Certifications: Google Cloud Certified"
RES_0725,Candidate_725,DevOps Engineer,"['Pandas', 'Git', 'TensorFlow', 'Agile', 'JavaScript']",Master's in Computer Science,15,"['Project_0_725', 'Project_1_725', 'Project_2_725']","['Scrum Master', 'TensorFlow Developer', 'PMP']","Name: Candidate_725
            Target Position: DevOps Engineer
            Summary: Experienced professional with 15 years in the tech industry.
            Skills: Pandas, Git, TensorFlow, Agile, JavaScript
            Education: Master's in Computer Science
            Experience: 15 years
            Projects: Project_0_725, Project_1_725, Project_2_725
            Certifications: Scrum Master, TensorFlow Developer, PMP"
RES_0726,Candidate_726,QA Engineer,"['PostgreSQL', 'Git', 'REST APIs', 'Docker', 'MongoDB', 'Agile', 'Node.js', 'JavaScript']",Bachelor's in Engineering,2,['Project_0_726'],"['Azure Certified', 'Scrum Master']","Name: Candidate_726
            Target Position: QA Engineer
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: PostgreSQL, Git, REST APIs, Docker, MongoDB, Agile, Node.js, JavaScript
            Education: Bachelor's in Engineering
            Experience: 2 years
            Projects: Project_0_726
            Certifications: Azure Certified, Scrum Master"
RES_0727,Candidate_727,Data Analyst,"['JavaScript', 'MongoDB', 'NumPy', 'AWS', 'REST APIs', 'Agile', 'CI/CD', 'Pandas']",PhD in Mathematics,10,['Project_0_727'],[],"Name: Candidate_727
            Target Position: Data Analyst
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: JavaScript, MongoDB, NumPy, AWS, REST APIs, Agile, CI/CD, Pandas
            Education: PhD in Mathematics
            Experience: 10 years
            Projects: Project_0_727
            Certifications: None"
RES_0728,Candidate_728,Frontend Developer,"['PyTorch', 'Kubernetes', 'Docker', 'NumPy', 'Pandas', 'SQL']",Master's in Engineering,13,"['Project_0_728', 'Project_1_728']",[],"Name: Candidate_728
            Target Position: Frontend Developer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: PyTorch, Kubernetes, Docker, NumPy, Pandas, SQL
            Education: Master's in Engineering
            Experience: 13 years
            Projects: Project_0_728, Project_1_728
            Certifications: None"
RES_0729,Candidate_729,Software Engineer,"['Git', 'Python', 'NumPy', 'GraphQL', 'PostgreSQL', 'React']",PhD in Computer Science,1,"['Project_0_729', 'Project_1_729', 'Project_2_729', 'Project_3_729', 'Project_4_729']","['Scrum Master', 'TensorFlow Developer']","Name: Candidate_729
            Target Position: Software Engineer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: Git, Python, NumPy, GraphQL, PostgreSQL, React
            Education: PhD in Computer Science
            Experience: 1 years
            Projects: Project_0_729, Project_1_729, Project_2_729, Project_3_729, Project_4_729
            Certifications: Scrum Master, TensorFlow Developer"
RES_0730,Candidate_730,Product Manager,"['Agile', 'Kubernetes', 'JavaScript', 'GraphQL', 'PyTorch', 'CI/CD']",Master's in Statistics,12,"['Project_0_730', 'Project_1_730']",['Google Cloud Certified'],"Name: Candidate_730
            Target Position: Product Manager
            Summary: Experienced professional with 12 years in the tech industry.
            Skills: Agile, Kubernetes, JavaScript, GraphQL, PyTorch, CI/CD
            Education: Master's in Statistics
            Experience: 12 years
            Projects: Project_0_730, Project_1_730
            Certifications: Google Cloud Certified"
RES_0731,Candidate_731,QA Engineer,"['TensorFlow', 'CI/CD', 'Agile']",Bachelor's in Statistics,2,"['Project_0_731', 'Project_1_731']","['PMP', 'AWS Certified']","Name: Candidate_731
            Target Position: QA Engineer
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: TensorFlow, CI/CD, Agile
            Education: Bachelor's in Statistics
            Experience: 2 years
            Projects: Project_0_731, Project_1_731
            Certifications: PMP, AWS Certified"
RES_0732,Candidate_732,System Administrator,"['NumPy', 'PostgreSQL', 'Python', 'React', 'SQL', 'Agile']",PhD in Mathematics,1,"['Project_0_732', 'Project_1_732', 'Project_2_732', 'Project_3_732', 'Project_4_732']","['Azure Certified', 'Scrum Master', 'Google Cloud Certified']","Name: Candidate_732
            Target Position: System Administrator
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: NumPy, PostgreSQL, Python, React, SQL, Agile
            Education: PhD in Mathematics
            Experience: 1 years
            Projects: Project_0_732, Project_1_732, Project_2_732, Project_3_732, Project_4_732
            Certifications: Azure Certified, Scrum Master, Google Cloud Certified"
RES_0733,Candidate_733,Data Scientist,"['MongoDB', 'Git', 'Python', 'CI/CD', 'SQL', 'Kubernetes']",PhD in Engineering,5,"['Project_0_733', 'Project_1_733', 'Project_2_733', 'Project_3_733']","['Scrum Master', 'Google Cloud Certified']","Name: Candidate_733
            Target Position: Data Scientist
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: MongoDB, Git, Python, CI/CD, SQL, Kubernetes
            Education: PhD in Engineering
            Experience: 5 years
            Projects: Project_0_733, Project_1_733, Project_2_733, Project_3_733
            Certifications: Scrum Master, Google Cloud Certified"
RES_0734,Candidate_734,Data Scientist,"['React', 'Node.js', 'JavaScript', 'Pandas', 'Kubernetes', 'Python']",PhD in Physics,8,"['Project_0_734', 'Project_1_734', 'Project_2_734']",['Scrum Master'],"Name: Candidate_734
            Target Position: Data Scientist
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: React, Node.js, JavaScript, Pandas, Kubernetes, Python
            Education: PhD in Physics
            Experience: 8 years
            Projects: Project_0_734, Project_1_734, Project_2_734
            Certifications: Scrum Master"
RES_0735,Candidate_735,System Administrator,"['NumPy', 'Docker', 'REST APIs']",Master's in Mathematics,0,"['Project_0_735', 'Project_1_735', 'Project_2_735', 'Project_3_735', 'Project_4_735']","['Scrum Master', 'Google Cloud Certified', 'Azure Certified']","Name: Candidate_735
            Target Position: System Administrator
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: NumPy, Docker, REST APIs
            Education: Master's in Mathematics
            Experience: 0 years
            Projects: Project_0_735, Project_1_735, Project_2_735, Project_3_735, Project_4_735
            Certifications: Scrum Master, Google Cloud Certified, Azure Certified"
RES_0736,Candidate_736,Product Manager,"['PyTorch', 'REST APIs', 'Docker', 'React']",Bachelor's in Mathematics,7,"['Project_0_736', 'Project_1_736', 'Project_2_736']","['AWS Certified', 'PMP']","Name: Candidate_736
            Target Position: Product Manager
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: PyTorch, REST APIs, Docker, React
            Education: Bachelor's in Mathematics
            Experience: 7 years
            Projects: Project_0_736, Project_1_736, Project_2_736
            Certifications: AWS Certified, PMP"
RES_0737,Candidate_737,Software Engineer,"['Node.js', 'JavaScript', 'Pandas', 'TensorFlow', 'GraphQL', 'Git', 'AWS']",PhD in Mathematics,7,"['Project_0_737', 'Project_1_737', 'Project_2_737']","['Scrum Master', 'TensorFlow Developer']","Name: Candidate_737
            Target Position: Software Engineer
            Summary: Experienced professional with 7 years in the tech industry.
            Skills: Node.js, JavaScript, Pandas, TensorFlow, GraphQL, Git, AWS
            Education: PhD in Mathematics
            Experience: 7 years
            Projects: Project_0_737, Project_1_737, Project_2_737
            Certifications: Scrum Master, TensorFlow Developer"
RES_0738,Candidate_738,Backend Developer,"['PyTorch', 'TensorFlow', 'JavaScript', 'REST APIs']",PhD in Physics,1,"['Project_0_738', 'Project_1_738', 'Project_2_738', 'Project_3_738']","['Google Cloud Certified', 'AWS Certified']","Name: Candidate_738
            Target Position: Backend Developer
            Summary: Experienced professional with 1 years in the tech industry.
            Skills: PyTorch, TensorFlow, JavaScript, REST APIs
            Education: PhD in Physics
            Experience: 1 years
            Projects: Project_0_738, Project_1_738, Project_2_738, Project_3_738
            Certifications: Google Cloud Certified, AWS Certified"
RES_0739,Candidate_739,UX Designer,"['MongoDB', 'NumPy', 'JavaScript', 'AWS', 'PyTorch', 'REST APIs']",PhD in Engineering,3,"['Project_0_739', 'Project_1_739', 'Project_2_739', 'Project_3_739', 'Project_4_739']",[],"Name: Candidate_739
            Target Position: UX Designer
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: MongoDB, NumPy, JavaScript, AWS, PyTorch, REST APIs
            Education: PhD in Engineering
            Experience: 3 years
            Projects: Project_0_739, Project_1_739, Project_2_739, Project_3_739, Project_4_739
            Certifications: None"
RES_0740,Candidate_740,Product Manager,"['AWS', 'Docker', 'TensorFlow', 'GraphQL', 'React', 'REST APIs']",PhD in Physics,10,"['Project_0_740', 'Project_1_740', 'Project_2_740', 'Project_3_740', 'Project_4_740']",['PMP'],"Name: Candidate_740
            Target Position: Product Manager
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: AWS, Docker, TensorFlow, GraphQL, React, REST APIs
            Education: PhD in Physics
            Experience: 10 years
            Projects: Project_0_740, Project_1_740, Project_2_740, Project_3_740, Project_4_740
            Certifications: PMP"
RES_0741,Candidate_741,Business Analyst,"['PostgreSQL', 'AWS', 'Python', 'Agile', 'GraphQL', 'Docker', 'REST APIs', 'Node.js']",PhD in Engineering,2,"['Project_0_741', 'Project_1_741', 'Project_2_741', 'Project_3_741', 'Project_4_741']",['TensorFlow Developer'],"Name: Candidate_741
            Target Position: Business Analyst
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: PostgreSQL, AWS, Python, Agile, GraphQL, Docker, REST APIs, Node.js
            Education: PhD in Engineering
            Experience: 2 years
            Projects: Project_0_741, Project_1_741, Project_2_741, Project_3_741, Project_4_741
            Certifications: TensorFlow Developer"
RES_0742,Candidate_742,UX Designer,"['Python', 'GraphQL', 'Docker', 'Agile', 'PostgreSQL']",Master's in Statistics,8,"['Project_0_742', 'Project_1_742']","['Scrum Master', 'TensorFlow Developer', 'AWS Certified']","Name: Candidate_742
            Target Position: UX Designer
            Summary: Experienced professional with 8 years in the tech industry.
            Skills: Python, GraphQL, Docker, Agile, PostgreSQL
            Education: Master's in Statistics
            Experience: 8 years
            Projects: Project_0_742, Project_1_742
            Certifications: Scrum Master, TensorFlow Developer, AWS Certified"
RES_0743,Candidate_743,Full Stack Developer,"['GraphQL', 'Python', 'Agile', 'SQL']",Master's in Statistics,11,"['Project_0_743', 'Project_1_743', 'Project_2_743', 'Project_3_743']","['Azure Certified', 'PMP', 'TensorFlow Developer']","Name: Candidate_743
            Target Position: Full Stack Developer
            Summary: Experienced professional with 11 years in the tech industry.
            Skills: GraphQL, Python, Agile, SQL
            Education: Master's in Statistics
            Experience: 11 years
            Projects: Project_0_743, Project_1_743, Project_2_743, Project_3_743
            Certifications: Azure Certified, PMP, TensorFlow Developer"
RES_0744,Candidate_744,Frontend Developer,"['Java', 'Pandas', 'React', 'PostgreSQL', 'Agile', 'NumPy']",Bachelor's in Physics,3,"['Project_0_744', 'Project_1_744', 'Project_2_744', 'Project_3_744', 'Project_4_744']",[],"Name: Candidate_744
            Target Position: Frontend Developer
            Summary: Experienced professional with 3 years in the tech industry.
            Skills: Java, Pandas, React, PostgreSQL, Agile, NumPy
            Education: Bachelor's in Physics
            Experience: 3 years
            Projects: Project_0_744, Project_1_744, Project_2_744, Project_3_744, Project_4_744
            Certifications: None"
RES_0745,Candidate_745,Frontend Developer,"['TensorFlow', 'Agile', 'Pandas', 'Kubernetes', 'SQL']",Bachelor's in Statistics,9,"['Project_0_745', 'Project_1_745']",[],"Name: Candidate_745
            Target Position: Frontend Developer
            Summary: Experienced professional with 9 years in the tech industry.
            Skills: TensorFlow, Agile, Pandas, Kubernetes, SQL
            Education: Bachelor's in Statistics
            Experience: 9 years
            Projects: Project_0_745, Project_1_745
            Certifications: None"
RES_0746,Candidate_746,Full Stack Developer,"['Java', 'GraphQL', 'NumPy', 'Python', 'Kubernetes', 'MongoDB']",PhD in Statistics,14,"['Project_0_746', 'Project_1_746']",[],"Name: Candidate_746
            Target Position: Full Stack Developer
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: Java, GraphQL, NumPy, Python, Kubernetes, MongoDB
            Education: PhD in Statistics
            Experience: 14 years
            Projects: Project_0_746, Project_1_746
            Certifications: None"
RES_0747,Candidate_747,Backend Developer,"['NumPy', 'TensorFlow', 'Docker', 'PostgreSQL', 'React', 'REST APIs']",Bachelor's in Computer Science,14,"['Project_0_747', 'Project_1_747', 'Project_2_747', 'Project_3_747', 'Project_4_747']",[],"Name: Candidate_747
            Target Position: Backend Developer
            Summary: Experienced professional with 14 years in the tech industry.
            Skills: NumPy, TensorFlow, Docker, PostgreSQL, React, REST APIs
            Education: Bachelor's in Computer Science
            Experience: 14 years
            Projects: Project_0_747, Project_1_747, Project_2_747, Project_3_747, Project_4_747
            Certifications: None"
RES_0748,Candidate_748,Business Analyst,"['REST APIs', 'GraphQL', 'MongoDB', 'Java', 'NumPy']",PhD in Mathematics,5,"['Project_0_748', 'Project_1_748']","['Google Cloud Certified', 'AWS Certified']","Name: Candidate_748
            Target Position: Business Analyst
            Summary: Experienced professional with 5 years in the tech industry.
            Skills: REST APIs, GraphQL, MongoDB, Java, NumPy
            Education: PhD in Mathematics
            Experience: 5 years
            Projects: Project_0_748, Project_1_748
            Certifications: Google Cloud Certified, AWS Certified"
RES_0749,Candidate_749,UX Designer,"['SQL', 'PyTorch', 'Git']",Master's in Engineering,6,"['Project_0_749', 'Project_1_749', 'Project_2_749', 'Project_3_749']","['Scrum Master', 'PMP', 'Azure Certified']","Name: Candidate_749
            Target Position: UX Designer
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: SQL, PyTorch, Git
            Education: Master's in Engineering
            Experience: 6 years
            Projects: Project_0_749, Project_1_749, Project_2_749, Project_3_749
            Certifications: Scrum Master, PMP, Azure Certified"
RES_0750,Candidate_750,QA Engineer,"['JavaScript', 'Git', 'SQL']",PhD in Physics,10,"['Project_0_750', 'Project_1_750', 'Project_2_750']",[],"Name: Candidate_750
            Target Position: QA Engineer
            Summary: Experienced professional with 10 years in the tech industry.
            Skills: JavaScript, Git, SQL
            Education: PhD in Physics
            Experience: 10 years
            Projects: Project_0_750, Project_1_750, Project_2_750
            Certifications: None"
RES_0751,Candidate_751,Frontend Developer,"['React', 'Kubernetes', 'NumPy', 'AWS']",PhD in Engineering,13,['Project_0_751'],['AWS Certified'],"Name: Candidate_751
            Target Position: Frontend Developer
            Summary: Experienced professional with 13 years in the tech industry.
            Skills: React, Kubernetes, NumPy, AWS
            Education: PhD in Engineering
            Experience: 13 years
            Projects: Project_0_751
            Certifications: AWS Certified"
RES_0752,Candidate_752,Full Stack Developer,"['CI/CD', 'React', 'NumPy', 'Git', 'SQL', 'GraphQL', 'REST APIs', 'Agile']",Master's in Mathematics,6,"['Project_0_752', 'Project_1_752', 'Project_2_752', 'Project_3_752', 'Project_4_752']","['Scrum Master', 'Azure Certified', 'PMP']","Name: Candidate_752
            Target Position: Full Stack Developer
            Summary: Experienced professional with 6 years in the tech industry.
            Skills: CI/CD, React, NumPy, Git, SQL, GraphQL, REST APIs, Agile
            Education: Master's in Mathematics
            Experience: 6 years
            Projects: Project_0_752, Project_1_752, Project_2_752, Project_3_752, Project_4_752
            Certifications: Scrum Master, Azure Certified, PMP"
RES_0753,Candidate_753,Machine Learning Engineer,"['NumPy', 'GraphQL', 'PostgreSQL']",PhD in Mathematics,0,"['Project_0_753', 'Project_1_753', 'Project_2_753', 'Project_3_753']",[],"Name: Candidate_753
            Target Position: Machine Learning Engineer
            Summary: Experienced professional with 0 years in the tech industry.
            Skills: NumPy, GraphQL, PostgreSQL
            Education: PhD in Mathematics
            Experience: 0 years
            Projects: Project_0_753, Project_1_753, Project_2_753, Project_3_753
            Certifications: None"
RES_0754,Candidate_754,UX Designer,"['MongoDB', 'PyTorch', 'React', 'GraphQL', 'NumPy', 'Agile']",PhD in Physics,2,"['Project_0_754', 'Project_1_754']",['PMP'],"Name: Candidate_754
            Target Position: UX Designer
            Summary: Experienced professional with 2 years in the tech industry.
            Skills: MongoDB, PyTorch, React, GraphQL, NumPy, Agile
            Education: PhD in Physics
            Experience: 2 years
            Projects: Project_0_754, Project_1_754
            Certifications: PMP"
